1-cysPrx_C	80,189,172
DNA_binding_2	255,255,255
DNA_circ_N	255,255,255
DNA_gyraseA_C	52,134,190
DNA_gyraseB	66,134,179
DNA_gyraseB_C	184,59,116
DNA_ligase_A_C	220,176,61
DNA_ligase_A_M	164,187,87
DNA_ligase_A_N	204,57,111
DNA_ligase_IV	255,255,255
DNA_ligase_OB	67,220,154
DNA_ligase_OB_2	255,255,255
DNA_ligase_ZBD	255,255,255
DNA_ligase_aden	49,184,68
DNA_meth_N	120,217,74
DNA_methylase	154,197,70
DNA_mis_repair	124,63,207
DNA_pack_C	255,255,255
DNA_pack_N	255,255,255
DNA_photolyase	87,58,223
DNA_pol3_a_NI	255,255,255
DNA_pol3_a_NII	255,255,255
DNA_pol3_alpha	190,187,47
DNA_pol3_beta	201,83,112
DNA_pol3_beta_2	74,212,191
DNA_pol3_beta_3	51,193,80
DNA_pol3_chi	255,255,255
DNA_pol3_delt_C	255,255,255
DNA_pol3_delta	196,60,53
DNA_pol3_delta2	188,69,141
DNA_pol3_finger	189,57,128
DNA_pol3_gamma3	169,67,207
DNA_pol3_tau_4	255,255,255
DNA_pol3_tau_5	255,255,255
DNA_pol3_theta	255,255,255
DNA_pol_A	170,75,203
DNA_pol_A_exo1	222,60,61
DNA_pol_A_exoN	181,179,66
DNA_pol_B	255,255,255
DNA_pol_B_2	255,255,255
DNA_pol_B_3	255,255,255
DNA_pol_B_N	197,61,178
DNA_pol_B_exo1	255,255,255
DNA_pol_B_exo2	255,255,255
DNA_pol_B_palm	255,255,255
DNA_pol_B_thumb	79,147,211
DNA_pol_E_B	255,255,255
DNA_pol_alpha_N	255,255,255
DNA_pol_delta_4	255,255,255
DNA_pol_lambd_f	255,255,255
DNA_pol_phi	255,255,255
DNA_pol_viral_C	255,255,255
DNA_pol_viral_N	255,255,255
DNA_primase_S	63,211,191
DNA_primase_lrg	255,255,255
DNA_processg_A	72,189,53
DNA_repr_REX1B	255,255,255
DNA_topoisoIV	196,204,77
DNApol3-delta_C	201,71,121
DND1_DSRM	255,255,255
DNMT1-RFD	91,155,213
DNase-RNase	169,220,60
DNase_II	255,255,255
DNase_NucA_NucB	226,110,190
DOCK-C2	255,255,255
DOCK_N	255,255,255
DOG1	255,255,255
DOMON	255,255,255
DOPA_dioxygen	127,73,201
DOR	255,255,255
DOT1	255,255,255
DP	255,255,255
DP-EP	255,255,255
DPBB_1	64,117,187
DPCD	255,255,255
DPM2	255,255,255
DPM3	255,255,255
DPPIV_N	212,154,99
DPRP	217,117,84
DRAT	255,255,255
DRE2_N	255,255,255
DREPP	255,255,255
DREV	255,255,255
DRIM	255,255,255
DRMBL	255,255,255
DRTGG	85,164,198
DRY_EERY	255,255,255
DS	255,255,255
DSBA	221,114,99
DSHCT	63,184,140
DSL	255,255,255
DSPc	154,195,61
DSPn	255,255,255
DSRB	255,255,255
DSS1_SEM1	255,255,255
DSX_dimer	255,255,255
DTHCT	255,255,255
DTW	113,93,198
DUF1002	255,255,255
DUF1003	127,221,74
DUF1005	255,255,255
DUF1007	255,255,255
DUF1010	255,255,255
DUF1011	255,255,255
DUF1013	255,255,255
DUF1015	149,222,98
DUF1016_N	181,173,80
DUF1018	255,255,255
DUF1024	255,255,255
DUF1027	255,255,255
DUF1028	136,84,207
DUF1029	255,255,255
DUF1030	255,255,255
DUF1031	255,255,255
DUF1033	255,255,255
DUF1035	255,255,255
DUF1036	255,255,255
DUF1039	255,255,255
DUF104	255,255,255
DUF1040	255,255,255
DUF1041	255,255,255
DUF1043	255,255,255
DUF1045	255,255,255
DUF1048	186,187,73
DUF1053	255,255,255
DUF1054	255,255,255
DUF1056	255,255,255
DUF1057	255,255,255
DUF1059	97,197,90
DUF1062	149,199,87
DUF1064	255,255,255
DUF1065	255,255,255
DUF1067	255,255,255
DUF1068	255,255,255
DUF1069	255,255,255
DUF1071	255,255,255
DUF1072	255,255,255
DUF1073	255,255,255
DUF1075	255,255,255
DUF1077	255,255,255
DUF1079	255,255,255
DUF108	161,227,84
DUF1080	136,84,203
DUF1081	255,255,255
DUF1082	255,255,255
DUF1084	255,255,255
DUF1086	255,255,255
DUF1087	255,255,255
DUF1088	255,255,255
DUF1090	255,255,255
DUF1091	255,255,255
DUF1093	167,209,97
DUF1096	255,255,255
DUF1097	255,255,255
DUF1098	255,255,255
DUF11	83,216,100
DUF1100	65,96,200
DUF1101	255,255,255
DUF1102	255,255,255
DUF1103	255,255,255
DUF1104	255,255,255
DUF1106	255,255,255
DUF1107	255,255,255
DUF1108	255,255,255
DUF111	171,97,208
DUF1110	255,255,255
DUF1115	255,255,255
DUF1116	255,255,255
DUF1117	255,255,255
DUF1118	255,255,255
DUF1120	255,255,255
DUF1122	255,255,255
DUF1125	255,255,255
DUF1126	255,255,255
DUF1127	183,66,110
DUF1128	255,255,255
DUF1129	255,255,255
DUF1131	255,255,255
DUF1132	255,255,255
DUF1133	255,255,255
DUF1134	255,255,255
DUF1137	255,255,255
DUF1138	255,255,255
DUF1139	255,255,255
DUF1140	255,255,255
DUF1143	255,255,255
DUF1145	255,255,255
DUF1146	255,255,255
DUF1147	255,255,255
DUF1148	255,255,255
DUF1149	255,255,255
DUF1150	255,255,255
DUF1151	255,255,255
DUF1152	87,107,184
DUF1153	255,255,255
DUF1154	255,255,255
DUF1155	255,255,255
DUF1156	255,255,255
DUF1157	255,255,255
DUF1158	255,255,255
DUF116	255,255,255
DUF1160	255,255,255
DUF1161	255,255,255
DUF1163	255,255,255
DUF1168	255,255,255
DUF1170	255,255,255
DUF1173	255,255,255
DUF1174	255,255,255
DUF1175	255,255,255
DUF1176	255,255,255
DUF1177	255,255,255
DUF1178	255,255,255
DUF1179	255,255,255
DUF1180	255,255,255
DUF1181	255,255,255
DUF1182	255,255,255
DUF1184	255,255,255
DUF1186	255,255,255
DUF1187	255,255,255
DUF1188	255,255,255
DUF1189	255,255,255
DUF1190	255,255,255
DUF1191	255,255,255
DUF1192	255,255,255
DUF1194	255,255,255
DUF1195	255,255,255
DUF1196	255,255,255
DUF1198	255,255,255
DUF1199	255,255,255
DUF1201	255,255,255
DUF1202	255,255,255
DUF1203	85,202,170
DUF1204	255,255,255
DUF1205	200,129,88
DUF1206	92,170,200
DUF1207	255,255,255
DUF1211	97,57,194
DUF1213	255,255,255
DUF1214	58,99,204
DUF1216	255,255,255
DUF1217	255,255,255
DUF1218	199,135,94
DUF1221	255,255,255
DUF1223	174,98,199
DUF1229	255,255,255
DUF123	255,255,255
DUF1230	255,255,255
DUF1231	255,255,255
DUF1232	59,213,159
DUF1233	255,255,255
DUF1235	255,255,255
DUF1236	255,255,255
DUF1240	255,255,255
DUF1241	255,255,255
DUF1242	255,255,255
DUF1244	255,255,255
DUF1246	255,255,255
DUF1247	255,255,255
DUF1248	255,255,255
DUF1249	255,255,255
DUF1251	255,255,255
DUF1254	110,85,204
DUF1256	255,255,255
DUF1257	255,255,255
DUF1258	255,255,255
DUF126	255,255,255
DUF1262	255,255,255
DUF1263	255,255,255
DUF1264	255,255,255
DUF1265	255,255,255
DUF1266	199,170,93
DUF1269	216,103,221
DUF1270	255,255,255
DUF1272	255,255,255
DUF1275	87,188,62
DUF1279	255,255,255
DUF1280	255,255,255
DUF1281	255,255,255
DUF1281_C	67,175,194
DUF1282	255,255,255
DUF1283	255,255,255
DUF1284	255,255,255
DUF1285	255,255,255
DUF1286	255,255,255
DUF1287	255,255,255
DUF1289	84,199,130
DUF1290	71,119,186
DUF1292	255,255,255
DUF1293	255,255,255
DUF1294	60,216,103
DUF1295	84,216,56
DUF1296	255,255,255
DUF1297	255,255,255
DUF1298	185,95,215
DUF1299	255,255,255
DUF1302	255,255,255
DUF1304	180,105,74
DUF1307	255,255,255
DUF1308	255,255,255
DUF131	255,255,255
DUF1310	255,255,255
DUF1314	255,255,255
DUF1315	255,255,255
DUF1317	255,255,255
DUF1318	255,255,255
DUF1319	255,255,255
DUF1320	255,255,255
DUF1322	255,255,255
DUF1323	255,255,255
DUF1324	255,255,255
DUF1325	255,255,255
DUF1326	185,64,126
DUF1327	255,255,255
DUF1328	255,255,255
DUF1329	255,255,255
DUF1330	195,84,105
DUF1331	255,255,255
DUF1335	255,255,255
DUF1336	105,64,180
DUF1338	255,255,255
DUF134	255,255,255
DUF1340	255,255,255
DUF1343	255,255,255
DUF1344	255,255,255
DUF1345	214,90,215
DUF1347	255,255,255
DUF1348	127,189,61
DUF1349	60,112,200
DUF1350	255,255,255
DUF1351	255,255,255
DUF1353	255,255,255
DUF1356	255,255,255
DUF1357	255,255,255
DUF1358	255,255,255
DUF1359	255,255,255
DUF1360	62,62,180
DUF1361	255,255,255
DUF1363	255,255,255
DUF1364	255,255,255
DUF1365	209,202,71
DUF1366	255,255,255
DUF1367	255,255,255
DUF1368	255,255,255
DUF1372	255,255,255
DUF1373	255,255,255
DUF1374	255,255,255
DUF1375	255,255,255
DUF1376	255,255,255
DUF1378	255,255,255
DUF1380	255,255,255
DUF1381	255,255,255
DUF1382	255,255,255
DUF1383	255,255,255
DUF1385	255,255,255
DUF1386	255,255,255
DUF1387	255,255,255
DUF1388	255,255,255
DUF1389	255,255,255
DUF1390	255,255,255
DUF1391	255,255,255
DUF1392	255,255,255
DUF1394	255,255,255
DUF1397	255,255,255
DUF1398	255,255,255
DUF1400	255,255,255
DUF1402	255,255,255
DUF1403	255,255,255
DUF1404	255,255,255
DUF1405	255,255,255
DUF1406	255,255,255
DUF1408	255,255,255
DUF1409	255,255,255
DUF1410	255,255,255
DUF1411	255,255,255
DUF1412	255,255,255
DUF1413	255,255,255
DUF1414	255,255,255
DUF1415	255,255,255
DUF1416	227,193,89
DUF1418	255,255,255
DUF1419	255,255,255
DUF1420	255,255,255
DUF1421	255,255,255
DUF1422	255,255,255
DUF1424	255,255,255
DUF1425	255,255,255
DUF1427	255,255,255
DUF1428	64,225,185
DUF1430	255,255,255
DUF1431	255,255,255
DUF1433	255,255,255
DUF1435	255,255,255
DUF1438	255,255,255
DUF1439	255,255,255
DUF1440	255,255,255
DUF1441	255,255,255
DUF1442	255,255,255
DUF1444	255,255,255
DUF1445	190,202,56
DUF1447	255,255,255
DUF1449	97,225,140
DUF1450	255,255,255
DUF1451	255,255,255
DUF1453	255,255,255
DUF1454	255,255,255
DUF1455	255,255,255
DUF1456	255,255,255
DUF1459	255,255,255
DUF1460	61,226,163
DUF1461	255,255,255
DUF1462	255,255,255
DUF1463	255,255,255
DUF1464	255,255,255
DUF1465	255,255,255
DUF1467	255,255,255
DUF1471	255,255,255
DUF1472	255,255,255
DUF1473	255,255,255
DUF1474	255,255,255
DUF1475	255,255,255
DUF1476	255,255,255
DUF1477	255,255,255
DUF1478	255,255,255
DUF1479	255,255,255
DUF148	255,255,255
DUF1480	255,255,255
DUF1481	255,255,255
DUF1482	255,255,255
DUF1484	255,255,255
DUF1485	101,127,217
DUF1487	255,255,255
DUF1488	255,255,255
DUF1489	255,255,255
DUF1490	255,255,255
DUF1491	255,255,255
DUF1492	255,255,255
DUF1493	255,255,255
DUF1494	255,255,255
DUF1495	255,255,255
DUF1496	255,255,255
DUF1497	255,255,255
DUF1499	255,255,255
DUF150	108,100,206
DUF1500	255,255,255
DUF1501	255,255,255
DUF1502	255,255,255
DUF1505	255,255,255
DUF1506	255,255,255
DUF1507	255,255,255
DUF1508	255,255,255
DUF1509	255,255,255
DUF150_C	216,131,73
DUF1510	49,78,195
DUF1512	255,255,255
DUF1513	255,255,255
DUF1514	255,255,255
DUF1515	255,255,255
DUF1516	255,255,255
DUF1517	255,255,255
DUF1518	255,255,255
DUF1521	255,255,255
DUF1522	255,255,255
DUF1523	255,255,255
DUF1524	220,94,137
DUF1525	255,255,255
DUF1529	215,74,171
DUF1533	255,255,255
DUF1534	255,255,255
DUF1538	255,255,255
DUF1539	255,255,255
DUF1540	101,158,228
DUF1541	255,255,255
DUF1542	255,255,255
DUF1543	255,255,255
DUF1547	255,255,255
DUF1548	255,255,255
DUF155	255,255,255
DUF1554	255,255,255
DUF1556	255,255,255
DUF1560	255,255,255
DUF1561	255,255,255
DUF1563	255,255,255
DUF1564	255,255,255
DUF1565	99,224,185
DUF1566	255,255,255
DUF1569	255,255,255
DUF1570	255,255,255
DUF1571	255,255,255
DUF1572	255,255,255
DUF1573	255,255,255
DUF1574	255,255,255
DUF1576	255,255,255
DUF1577	255,255,255
DUF1579	173,221,85
DUF1580	255,255,255
DUF1581	255,255,255
DUF1582	255,255,255
DUF1583	255,255,255
DUF1586	255,255,255
DUF1589	255,255,255
DUF1590	255,255,255
DUF1593	255,255,255
DUF1598	255,255,255
DUF1599	255,255,255
DUF16	57,193,53
DUF1600	255,255,255
DUF1601	255,255,255
DUF1604	255,255,255
DUF1609	255,255,255
DUF1610	255,255,255
DUF1611	255,255,255
DUF1611_N	255,255,255
DUF1612	255,255,255
DUF1614	255,255,255
DUF1615	255,255,255
DUF1616	255,255,255
DUF1617	255,255,255
DUF1618	255,255,255
DUF1619	255,255,255
DUF1622	220,163,95
DUF1623	255,255,255
DUF1624	166,59,205
DUF1627	255,255,255
DUF1629	255,255,255
DUF1631	255,255,255
DUF1633	255,255,255
DUF1634	255,255,255
DUF1635	255,255,255
DUF1636	255,255,255
DUF1638	255,255,255
DUF1639	255,255,255
DUF1640	255,255,255
DUF1641	174,216,95
DUF1642	255,255,255
DUF1643	255,255,255
DUF1644	255,255,255
DUF1645	255,255,255
DUF1646	255,255,255
DUF1647	255,255,255
DUF1648	190,101,86
DUF1651	255,255,255
DUF1652	255,255,255
DUF1653	255,255,255
DUF1654	255,255,255
DUF1655	255,255,255
DUF1656	255,255,255
DUF1657	255,255,255
DUF1658	255,255,255
DUF1659	255,255,255
DUF166	255,255,255
DUF1660	255,255,255
DUF1661	255,255,255
DUF1663	255,255,255
DUF1664	255,255,255
DUF1666	255,255,255
DUF1667	255,255,255
DUF1668	255,255,255
DUF167	255,255,255
DUF1670	255,255,255
DUF1672	255,255,255
DUF1673	255,255,255
DUF1674	255,255,255
DUF1676	255,255,255
DUF1677	255,255,255
DUF1678	255,255,255
DUF1679	186,56,216
DUF1681	255,255,255
DUF1682	255,255,255
DUF1684	198,115,84
DUF1685	255,255,255
DUF1686	255,255,255
DUF1687	255,255,255
DUF1688	132,205,72
DUF1689	255,255,255
DUF169	255,255,255
DUF1690	255,255,255
DUF1691	255,255,255
DUF1694	255,255,255
DUF1697	84,200,100
DUF1699	255,255,255
DUF1700	255,255,255
DUF1702	177,49,186
DUF1704	255,255,255
DUF1706	199,141,80
DUF1707	227,119,96
DUF1708	255,255,255
DUF1712	255,255,255
DUF1713	255,255,255
DUF1717	255,255,255
DUF1719	255,255,255
DUF1720	255,255,255
DUF1722	255,255,255
DUF1724	255,255,255
DUF1725	255,255,255
DUF1726	255,255,255
DUF1727	104,202,99
DUF1729	199,58,132
DUF1730	255,255,255
DUF1731	63,110,190
DUF1732	255,255,255
DUF1735	255,255,255
DUF1736	255,255,255
DUF1737	186,58,147
DUF1738	255,255,255
DUF1741	255,255,255
DUF1743	255,255,255
DUF1744	255,255,255
DUF1746	255,255,255
DUF1748	255,255,255
DUF1749	255,255,255
DUF1751	255,255,255
DUF1752	255,255,255
DUF1754	255,255,255
DUF1757	255,255,255
DUF1758	255,255,255
DUF1759	255,255,255
DUF1761	191,183,51
DUF1764	255,255,255
DUF1765	255,255,255
DUF1768	192,76,191
DUF1769	255,255,255
DUF1770	255,255,255
DUF1771	255,255,255
DUF1772	75,196,107
DUF1773	255,255,255
DUF1774	255,255,255
DUF1775	115,76,218
DUF1776	255,255,255
DUF1778	115,223,63
DUF1779	255,255,255
DUF1780	255,255,255
DUF1786	255,255,255
DUF1788	255,255,255
DUF179	170,74,192
DUF1793	255,255,255
DUF1794	168,61,214
DUF1796	255,255,255
DUF1797	255,255,255
DUF1798	153,201,81
DUF1799	255,255,255
DUF1800	255,255,255
DUF1801	120,214,95
DUF1802	255,255,255
DUF1803	255,255,255
DUF1804	255,255,255
DUF1805	255,255,255
DUF1806	255,255,255
DUF1810	255,255,255
DUF1811	255,255,255
DUF1815	255,255,255
DUF1816	255,255,255
DUF1818	255,255,255
DUF1819	255,255,255
DUF1820	255,255,255
DUF1822	255,255,255
DUF1823	255,255,255
DUF1824	255,255,255
DUF1825	255,255,255
DUF1826	211,168,101
DUF1827	255,255,255
DUF1828	255,255,255
DUF1829	255,255,255
DUF1830	255,255,255
DUF1831	255,255,255
DUF1833	255,255,255
DUF1834	255,255,255
DUF1835	255,255,255
DUF1836	255,255,255
DUF1837	255,255,255
DUF1838	189,90,171
DUF1839	255,255,255
DUF1840	255,255,255
DUF1841	255,255,255
DUF1842	121,208,70
DUF1843	64,92,205
DUF1844	255,255,255
DUF1845	255,255,255
DUF1846	255,255,255
DUF1847	255,255,255
DUF1848	255,255,255
DUF1849	255,255,255
DUF1850	255,255,255
DUF1851	255,255,255
DUF1852	255,255,255
DUF1853	255,255,255
DUF1854	255,255,255
DUF1856	255,255,255
DUF1857	65,163,199
DUF1858	255,255,255
DUF1859	255,255,255
DUF1860	255,255,255
DUF1861	255,255,255
DUF1863	255,255,255
DUF1864	86,178,181
DUF1866	255,255,255
DUF1869	255,255,255
DUF1870	218,142,65
DUF1871	255,255,255
DUF1874	255,255,255
DUF1876	119,210,59
DUF1877	62,198,130
DUF1878	255,255,255
DUF188	255,255,255
DUF1882	255,255,255
DUF1883	255,255,255
DUF1884	255,255,255
DUF1885	255,255,255
DUF1887	255,255,255
DUF1889	255,255,255
DUF1890	255,255,255
DUF1891	255,255,255
DUF1892	255,255,255
DUF1894	255,255,255
DUF1896	255,255,255
DUF1897	255,255,255
DUF1899	255,255,255
DUF19	255,255,255
DUF190	92,223,56
DUF1902	255,255,255
DUF1904	255,255,255
DUF1905	86,196,107
DUF1906	179,135,79
DUF1907	255,255,255
DUF1908	255,255,255
DUF1910	255,255,255
DUF1911	255,255,255
DUF1912	255,255,255
DUF1917	100,214,193
DUF1918	79,88,192
DUF1919	255,255,255
DUF192	255,255,255
DUF1921	255,255,255
DUF1922	255,255,255
DUF1923	255,255,255
DUF1924	255,255,255
DUF1925	255,255,255
DUF1926	255,255,255
DUF1929	225,74,149
DUF1930	255,255,255
DUF1931	215,110,85
DUF1932	215,145,94
DUF1933	255,255,255
DUF1934	255,255,255
DUF1935	255,255,255
DUF1936	255,255,255
DUF1937	255,255,255
DUF1938	255,255,255
DUF1939	255,255,255
DUF1940	255,255,255
DUF1942	255,255,255
DUF1943	255,255,255
DUF1944	255,255,255
DUF1945	255,255,255
DUF1947	255,255,255
DUF1948	255,255,255
DUF1949	71,198,213
DUF1951	255,255,255
DUF1952	255,255,255
DUF1953	255,255,255
DUF1955	255,255,255
DUF1957	202,89,81
DUF1958	255,255,255
DUF1959	255,255,255
DUF1961	255,255,255
DUF1962	255,255,255
DUF1963	146,196,67
DUF1964	255,255,255
DUF1965	255,255,255
DUF1966	255,255,255
DUF1967	50,182,62
DUF1968	255,255,255
DUF1970	255,255,255
DUF1971	255,255,255
DUF1972	151,202,89
DUF1974	81,182,202
DUF1977	255,255,255
DUF1978	255,255,255
DUF1979	255,255,255
DUF1980	255,255,255
DUF1981	255,255,255
DUF1983	69,86,187
DUF1985	179,48,124
DUF1986	255,255,255
DUF1987	255,255,255
DUF1989	190,52,203
DUF1990	255,255,255
DUF1992	178,56,185
DUF1993	255,255,255
DUF1995	255,255,255
DUF1996	109,223,219
DUF1997	255,255,255
DUF1998	161,180,86
DUF1999	255,255,255
DUF2000	96,107,213
DUF2001	255,255,255
DUF2002	255,255,255
DUF2004	255,255,255
DUF2007	255,255,255
DUF2009	255,255,255
DUF2011	255,255,255
DUF2012	255,255,255
DUF2013	255,255,255
DUF2014	255,255,255
DUF2015	255,255,255
DUF2016	255,255,255
DUF2017	220,80,180
DUF2018	255,255,255
DUF2019	255,255,255
DUF202	100,228,94
DUF2020	255,255,255
DUF2023	255,255,255
DUF2024	255,255,255
DUF2025	255,255,255
DUF2026	255,255,255
DUF2027	255,255,255
DUF2028	255,255,255
DUF2031	255,255,255
DUF2034	255,255,255
DUF2039	255,255,255
DUF2040	255,255,255
DUF2043	255,255,255
DUF2045	255,255,255
DUF2046	255,255,255
DUF2048	210,184,69
DUF2052	255,255,255
DUF2053	255,255,255
DUF2054	255,255,255
DUF2057	255,255,255
DUF2058	255,255,255
DUF2059	255,255,255
DUF2061	255,255,255
DUF2062	205,100,69
DUF2063	88,194,190
DUF2064	64,152,184
DUF2065	255,255,255
DUF2066	255,255,255
DUF2067	255,255,255
DUF2069	255,255,255
DUF2070	255,255,255
DUF2071	209,75,163
DUF2072	255,255,255
DUF2073	255,255,255
DUF2075	173,201,69
DUF2076	255,255,255
DUF2079	255,255,255
DUF2080	255,255,255
DUF2083	220,220,109
DUF2085	255,255,255
DUF2087	169,56,213
DUF2089	255,255,255
DUF2090	255,255,255
DUF2092	255,255,255
DUF2093	255,255,255
DUF2095	255,255,255
DUF2096	255,255,255
DUF2097	255,255,255
DUF2098	255,255,255
DUF2099	255,255,255
DUF21	76,67,187
DUF2100	255,255,255
DUF2101	255,255,255
DUF2102	255,255,255
DUF2103	255,255,255
DUF2104	255,255,255
DUF2105	255,255,255
DUF2106	255,255,255
DUF2107	255,255,255
DUF2108	255,255,255
DUF2109	255,255,255
DUF211	149,214,106
DUF2110	255,255,255
DUF2111	255,255,255
DUF2112	255,255,255
DUF2113	255,255,255
DUF2114	255,255,255
DUF2115	255,255,255
DUF2116	255,255,255
DUF2117	255,255,255
DUF2118	255,255,255
DUF2119	255,255,255
DUF212	215,62,131
DUF2120	255,255,255
DUF2121	255,255,255
DUF2122	255,255,255
DUF2124	255,255,255
DUF2125	255,255,255
DUF2126	255,255,255
DUF2127	215,81,80
DUF2129	255,255,255
DUF2130	255,255,255
DUF2135	255,255,255
DUF2138	255,255,255
DUF2139	255,255,255
DUF2140	255,255,255
DUF2141	217,104,219
DUF2142	255,255,255
DUF2145	255,255,255
DUF2147	255,255,255
DUF2148	255,255,255
DUF2149	255,255,255
DUF2150	255,255,255
DUF2151	255,255,255
DUF2152	255,255,255
DUF2153	255,255,255
DUF2154	190,73,196
DUF2155	255,255,255
DUF2156	212,197,83
DUF2157	213,73,218
DUF2158	255,255,255
DUF2160	255,255,255
DUF2161	255,255,255
DUF2162	255,255,255
DUF2163	255,255,255
DUF2164	255,255,255
DUF2165	137,93,206
DUF2167	255,255,255
DUF2169	255,255,255
DUF2170	255,255,255
DUF2171	255,255,255
DUF2172	255,255,255
DUF2173	255,255,255
DUF2175	255,255,255
DUF2177	255,255,255
DUF2178	255,255,255
DUF2179	255,255,255
DUF218	60,150,205
DUF2180	255,255,255
DUF2181	255,255,255
DUF2182	88,205,177
DUF2183	255,255,255
DUF2184	255,255,255
DUF2185	195,142,94
DUF2187	69,227,78
DUF2188	225,99,221
DUF2189	255,255,255
DUF2190	255,255,255
DUF2192	255,255,255
DUF2193	255,255,255
DUF2194	255,255,255
DUF2195	255,255,255
DUF2196	255,255,255
DUF2197	255,255,255
DUF2198	255,255,255
DUF2199	229,124,86
DUF22	255,255,255
DUF220	255,255,255
DUF2200	255,255,255
DUF2201	202,92,95
DUF2201_N	133,179,46
DUF2202	75,168,208
DUF2203	255,255,255
DUF2204	255,255,255
DUF2205	255,255,255
DUF2206	255,255,255
DUF2207	77,111,184
DUF2208	255,255,255
DUF2209	255,255,255
DUF2213	255,255,255
DUF2214	255,255,255
DUF2218	98,200,123
DUF2219	255,255,255
DUF222	190,119,92
DUF2220	255,255,255
DUF2222	255,255,255
DUF2225	255,255,255
DUF2226	255,255,255
DUF2227	255,255,255
DUF2228	255,255,255
DUF2229	255,255,255
DUF223	213,65,196
DUF2231	86,187,169
DUF2232	255,255,255
DUF2235	255,255,255
DUF2236	194,179,92
DUF2237	219,88,87
DUF2238	189,72,160
DUF2239	221,109,58
DUF2240	255,255,255
DUF2242	255,255,255
DUF2243	104,195,94
DUF2244	255,255,255
DUF2247	183,61,73
DUF2249	255,255,255
DUF2250	255,255,255
DUF2251	255,255,255
DUF2252	161,58,189
DUF2254	78,184,171
DUF2255	70,169,187
DUF2256	255,255,255
DUF2258	255,255,255
DUF2259	255,255,255
DUF226	255,255,255
DUF2262	255,255,255
DUF2263	129,82,199
DUF2264	70,181,144
DUF2267	77,216,179
DUF2268	97,115,200
DUF2269	97,93,228
DUF2270	255,255,255
DUF2271	255,255,255
DUF2272	255,255,255
DUF2273	203,147,56
DUF2274	255,255,255
DUF2275	255,255,255
DUF2277	94,96,196
DUF2278	102,216,88
DUF2279	255,255,255
DUF228	255,255,255
DUF2280	255,255,255
DUF2281	255,255,255
DUF2282	58,205,168
DUF2283	94,187,211
DUF2284	255,255,255
DUF2285	255,255,255
DUF2286	255,255,255
DUF2288	255,255,255
DUF229	255,255,255
DUF2290	255,255,255
DUF2291	255,255,255
DUF2292	255,255,255
DUF2293	200,188,67
DUF2294	60,163,178
DUF2298	255,255,255
DUF2299	255,255,255
DUF2300	255,255,255
DUF2301	255,255,255
DUF2303	255,255,255
DUF2304	84,183,140
DUF2306	203,168,68
DUF2309	209,66,177
DUF2310	255,255,255
DUF2312	255,255,255
DUF2313	255,255,255
DUF2314	255,255,255
DUF2315	255,255,255
DUF2316	169,76,202
DUF2318	255,255,255
DUF2321	255,255,255
DUF2322	255,255,255
DUF2325	255,255,255
DUF2326	255,255,255
DUF2330	255,255,255
DUF2332	180,85,205
DUF2333	255,255,255
DUF2334	65,145,216
DUF2335	255,255,255
DUF2336	255,255,255
DUF2339	104,196,229
DUF234	148,221,85
DUF2340	255,255,255
DUF2341	255,255,255
DUF2344	255,255,255
DUF2345	255,255,255
DUF2347	255,255,255
DUF2353	255,255,255
DUF2357	255,255,255
DUF2358	255,255,255
