bgc_id	motif_id	n_training_matches	score_threshold	score	hit_genes
BGC0000289	M0142	45	9.347	9.347	FMN_dh,Thioesterase_c35
BGC0000289	M0206	150	8.073	12.534	Aminotran_1_2,FMN_dh,Thioesterase_c35
BGC0000289	M0301	49	8.346	8.346	AS-p450_c16,Thioesterase_c35
BGC0000289	M0470	98	5.362	5.362	AS-PF00561,AS-p450_c16
BGC0000289	M2114	79	13.672	13.672	AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0000289	M2116	130	11.27	19.54	AS-Trp_halogenase_c8,FMN_dh,PDH_N;PDH_C
BGC0000289	MG389_M1921_M1922	411	5.228	21.923	AS-Trp_halogenase_c8,Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000289	MG866_M0519_M1942	73	-13.366	-11.285	AS-PF00561,Aminotran_1_2,PDH_N;PDH_C
BGC0000290	M2114	79	13.672	13.672	AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0000290	M2116	130	11.27	19.54	AS-Trp_halogenase_c8,FMN_dh,PDH_N;PDH_C
BGC0000290	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-40.112	ECH_1_c42,Lactamase_B
BGC0000290	MG389_M1921_M1922	411	5.228	21.923	AS-Trp_halogenase_c8,Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000291	M0089	65	7.348	7.348	AS-Abhydrolase_6,Aldo_ket_red
BGC0000291	M0517	149	9.944	9.944	AP_endonuc_2,FGGY_N;FGGY_C
BGC0000291	M0873	126	7.836	7.836	Aldo_ket_red,Glyoxalase_6
BGC0000291	MG1887_M0366_M0416	424	-1.537	2.905	AS-PF00561,Aldo_ket_red
BGC0000291	MG1888_M0195_M0251	288	-9.164	7.056	AS-PF00561,Aldo_ket_red
BGC0000294	M2626	261	-0.865	23.407	AS-Condensation_c16;AS-Cy_tandem_c2,Lys_Orn_oxgnase_c9,Pyridoxal_deC
BGC0000294	MG835_M1313_M1329	584	8.476	8.476	AS-AMP-binding_c48,FAD_binding_9;SIP
BGC0000296	M0363	221	7.949	16.632	Abhydrolase_3,Aminotran_5,Trp_dioxygenase
BGC0000296	M0384	77	10.002	10.002	Abhydrolase_3,Trp_dioxygenase
BGC0000296	M0530	86	9.718	17.531	AS-LmbU_c0,Methyltransf_2,Trp_dioxygenase
BGC0000297	M0201	135	7.691	7.691	AS-MannoseP_isomer_c2,Aldo_ket_red
BGC0000300	MG746_M0744_M1700	111	10.305	14.9	AS-AMP-binding_c48,AS-Orn_monoox_c2,AS-SalSyn_c0
BGC0000303	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0000303	M0363	221	7.949	16.632	Abhydrolase_3,Aminotran_5,Trp_dioxygenase
BGC0000303	M0384	77	10.002	26.345	Abhydrolase_3,Amino_oxidase_c37,FAD_binding_4;Cytokin-bind,Trp_dioxygenase
BGC0000303	M0530	86	9.718	18.888	FAD_binding_4;Cytokin-bind,Methyltransf_2,Trp_dioxygenase
BGC0000303	M1057	188	7.04	7.04	Aldedh,Bac_luciferase
BGC0000303	M1335	256	7.006	7.006	Bac_luciferase,G_glu_transpept
BGC0000306	MG389_M1921_M1922	411	5.228	5.228	Aminotran_1_2,FMN_dh
BGC0000309	M1647	463	2.65	23.013	AS-EntA_c1,AS-EntC_c1,Isochorismatase_c21;AS-PP-binding_c40
BGC0000309	MG777_M1635_M1641_M1642_M1646_M1648	171	-1.959	5.362	AS-AMP-binding_c48,AS-EntA_c1,AS-EntC_c1,Isochorismatase_c21;AS-PP-binding_c40
BGC0000309	MG779_M1630_M1637_M1676	190	-2.735	21.684	AS-EntA_c1,AS-EntC_c1,Esterase,Isochorismatase_c21;AS-PP-binding_c40
BGC0000309	MG781_M2561_M2736	532	6.041	31.836	AS-AMP-binding_c48,AS-EntA_c1,AS-EntC_c1,Esterase,Isochorismatase_c21;AS-PP-binding_c40
BGC0000311	M0329	87	7.501	7.501	AS-p450_c29,Aminotran_1_2
BGC0000311	M1091	81	15.217	30.097	AS-DegT_DnrJ_EryC1_c15,AS-Glyco_transf_28_c10;AS-MGT_c8,AS-PIG-L_c2,AS-dTDP_sugar_isom_c2,Hexose_dehydrat
BGC0000311	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0000311	M2114	79	13.672	13.672	AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0000311	M2116	130	11.27	19.54	AS-Trp_halogenase_c8,FMN_dh,PDH_N;PDH_C
BGC0000311	MG389_M1921_M1922	411	5.228	21.923	AS-Trp_halogenase_c8,Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000311	MG403_M1476_M1496_M2005	63	-41.918	-25.323	AS-AMP-binding_c38;AS-PP-binding_c43,AS-Abhydrolase_6,Aminotran_1_2
BGC0000315	M0343	128	1.822	10.99	AS-Abhydrolase_6,AS-fabH_c2,AS-ladderane_c23
BGC0000315	M0665	35	3.276	87.797	AS-APH_c10,AS-Acyl-CoA_dh_M_c31;AS-Acyl-CoA_dh_1_c42,AS-PP-binding_c39,Anth_synt_I_N;Chorismate_bind_c7,Glyoxalase_c24;Glyoxalase_c17,Methyltransf_25_c40,NAD_binding_5,PAF-AH_p_II,PDH_N;PDH_C,Phosphodiest,TauD_c20
BGC0000315	M0804	147	9.893	36.599	AS-PP-binding_c39,AS-fabH_c2,AS-ladderane_c23,FMN_dh,Glyoxalase_c24;Glyoxalase_c17,TauD_c20
BGC0000315	M1471	280	14.285	29.326	Anth_synt_I_N;Chorismate_bind_c7,GATase_c6,Glycos_trans_3N;Glycos_transf_3,IGPS
BGC0000315	M2116	130	11.27	21.254	FMN_dh,Glyoxalase_c24;Glyoxalase_c17,PDH_N;PDH_C
BGC0000315	MG1936_M0754_M1458	385	7.371	24.875	AP_endonuc_2,NAD_binding_5,Phosphodiest,UbiA
BGC0000315	MG389_M1921_M1922	411	5.228	15.17	Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000315	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0000316	M0474	242	8.202	8.202	Aminotran_1_2,OCD_Mu_crystall
BGC0000316	M1257	131	10.533	18.971	AS-Condensation_c21,OCD_Mu_crystall,OTCace_N;OTCace
BGC0000316	M1321	209	9.541	9.541	Aminotran_1_2,TauD_c9
BGC0000316	MG1162_M0489_M0995	227	2.859	11.941	OCD_Mu_crystall,PALP,TauD_c9
BGC0000316	MG1174_M0816_M0940	339	5.01	5.01	OCD_Mu_crystall,OTCace_N;OTCace,PALP
BGC0000316	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	12.994	OCD_Mu_crystall,OTCace_N;OTCace,PALP
BGC0000316	MG403_M1476_M1496_M2005	63	-41.918	-24.911	Aminotran_1_2,TauD_c9
BGC0000324	M2796	156	-0.481	37.693	AS-Condensation_c16;AS-AMP-binding_c40;Methyltransf_12_c47;AMP-binding_C_c34;AS-PP-binding_c19;Thioesterase_c6,GFO_IDH_MocA_c1;Methyltransf_12_c14,Methyltransf_12_c28,Thioesterase_c23
BGC0000324	MG766_M2575_M2797	256	15.275	45.642	AS-AMP-binding_c48,AS-SalSyn_c0,GFO_IDH_MocA_c1;Methyltransf_12_c14,Methyltransf_12_c28,Sacchrp_dh_NADP,Thioesterase_c23
BGC0000324	MG768_M2691_M2788	56	30.083	38.193	AS-Condensation_c16;AS-AMP-binding_c40;Methyltransf_12_c47;AMP-binding_C_c34;AS-PP-binding_c19;Thioesterase_c6,GFO_IDH_MocA_c1;Methyltransf_12_c14,Methyltransf_12_c28,Sacchrp_dh_NADP,Thioesterase_c23
BGC0000325	MG747_M1895_M2578_M2579	572	6.639	15.33	AS-Orn_monoox_c2,Esterase,Formyl_trans_N;Formyl_trans_C
BGC0000325	MG749_M2539_M2662	1042	11.385	11.385	AS-Orn_monoox_c2,Formyl_trans_N;Formyl_trans_C
BGC0000326	M0329	87	7.501	7.501	AS-p450_c29,Aminotran_1_2
BGC0000326	M2114	79	13.672	25.043	AS-Condensation_c40;AS-AMP-binding_c38;AS-PP-binding_c32;Thioesterase_c22,AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0000326	M2116	130	11.27	19.54	AS-Trp_halogenase_c8,FMN_dh,PDH_N;PDH_C
BGC0000326	MG389_M1921_M1922	411	5.228	21.923	AS-Trp_halogenase_c8,Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000327	M0378	172	0.954	5.271	Aldedh,Amidohydro_2
BGC0000327	M0437	179	8.37	19.806	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0000327	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0000327	MG306_M0894_M1259	132	6.856	6.856	NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0000328	M0523	97	11.052	11.052	AS-PP-binding_c23,Thioesterase_c35
BGC0000329	M0898	41	0.381	12.845	AS-Aminotran_3_c29,AS-Autoind_synth_c11
BGC0000330	M1049	204	19.569	20.651	AS-Orn_monoox_c6,AS-TBH_Asp_c0,Acetyltransf_8
BGC0000330	M1194	180	0.416	16.769	AS-Aminotran_3_c49,AS-TBH_Asp_c0,Acetyltransf_8
BGC0000330	MG592_M2297_M2325_M2338	150	-1.786	12.742	AS-Aminotran_3_c49,AS-TBH_Asp_c0
BGC0000333	M0539	146	7.309	7.309	His_Phos_1,NUDIX
BGC0000333	MG510_M0258_M0281	52	-26.516	-26.118	FAA_hydrolase,NUDIX
BGC0000333	MG994_M1983_M2521_M2525_M2526	1036	-2.706	17.388	AS-HMGL-like_c20;DmpG_comm,FAA_hydrolase,Semialdhyde_dh;AcetDehyd-dimer
BGC0000335	M0097	64	9.894	9.894	Beta-lactamase,TauD_c5
BGC0000337	M0470	98	5.362	5.362	AS-PF00561,AS-p450_c16
BGC0000337	MG1484_M0032_M2806_M2894	31	-93.284	-82.792	AS-PF00561,Aldo_ket_red,Aminotran_4,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000337	MG1887_M0366_M0416	424	-1.537	2.905	AS-PF00561,Aldo_ket_red
BGC0000337	MG1888_M0195_M0251	288	-9.164	7.056	AS-PF00561,Aldo_ket_red
BGC0000339	MG149_M2827_M2837_M2838	23	-25.855	-22.145	AS-AMP-binding_c38;AS-PP-binding_c9,AS-p450_c26
BGC0000341	M0174	101	8.066	8.066	SBP_bac_1,SpoIIE
BGC0000341	M0850	362	9.538	9.538	KR_c26,Thiolase_N;Thiolase_C
BGC0000341	M1093	154	6.096	6.096	AS-PF00561,SpoIIE
BGC0000341	M2114	79	13.672	13.672	AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0000341	MG389_M1921_M1922	411	5.228	14.955	AS-Trp_halogenase_c8,Aminotran_1_2,PDH_N;PDH_C
BGC0000341	MG866_M0519_M1942	73	-13.366	-3.056	AS-PF00561,Aminotran_1_2,PDH_N;PDH_C,URO-D
BGC0000343	MG797_M2791_M2868_M2869	756	-6.088	3.623	AS-EntC_c0,Isochorismatase_c21;AS-PP-binding_c7
BGC0000350	MG562_M2294_M2380	1678	0.005	11.774	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Biotin_lipoyl
BGC0000354	M0109	61	7.519	7.519	AS-Abhydrolase_6,PALP
BGC0000354	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000354	M0515	260	6.786	6.786	PALP,Sugar_tr
BGC0000354	M0968	58	2.928	18.582	B12-binding_c2,Met_asp_mut_E,OCD_Mu_crystall,PALP
BGC0000354	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	8.092	OCD_Mu_crystall,PALP
BGC0000354	MG1200_M1237_M2686_M2732	609	2.048	12.859	B12-binding_c2,Met_asp_mut_E
BGC0000359	M1002	179	3.713	15.622	AS-AMP-binding_c48,AS-EntA_c6,AS-EntC_c5
BGC0000359	MG839_M1571_M2286	419	12.947	25.846	AS-AMP-binding_c48,AS-EntA_c6,AS-EntC_c5,AS-Orn_monoox_c2,Isochorismatase_c21
BGC0000359	MG840_M1570_M1573_M1574_M1576_M2008	796	8.263	32.645	AS-AMP-binding_c48,AS-EntA_c6,AS-EntC_c5,AS-Orn_monoox_c2,AS-PP-binding_c7,Isochorismatase_c21
BGC0000359	MG841_M1858_M1936	347	9.606	19.983	AS-EntA_c6,AS-EntC_c5,Isochorismatase_c21
BGC0000360	M0300	131	10.124	10.124	OCD_Mu_crystall,Thioesterase_c35
BGC0000360	MG1162_M0489_M0995	227	2.859	6.171	OCD_Mu_crystall,TauD_c9
BGC0000360	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0000362	M2570	65	5.077	25.533	AS-Glycos_transf_2_c14,AS-Glycos_transf_2_c7,Epimerase_c12,GDP_Man_Dehyd,Methyltransf_21
BGC0000368	M0854	80	6.579	6.579	Esterase,Sugar_tr
BGC0000368	M1002	179	3.713	15.622	AS-AMP-binding_c48,AS-EntA_c6,AS-EntC_c5
BGC0000368	M1218	388	1.535	1.535	AS-AMP-binding_c48,Sugar_tr
BGC0000368	MG840_M1570_M1573_M1574_M1576_M2008	796	8.263	40.23	AS-AMP-binding_c48,AS-EntA_c6,AS-EntC_c5,AS-PP-binding_c7,Esterase,Isochorismatase_c21,M20_dimer
BGC0000368	MG841_M1858_M1936	347	9.606	19.983	AS-EntA_c6,AS-EntC_c5,Isochorismatase_c21
BGC0000371	M0491	78	7.506	27.148	AS-EntA_c7,AS-EntC_c10,AS-PP-binding_c7,FAD_binding_9;SIP
BGC0000371	MG835_M1313_M1329	584	8.476	15.836	AS-AMP-binding_c48,FAD_binding_9;SIP,Isochorismatase_c21
BGC0000371	MG840_M1570_M1573_M1574_M1576_M2008	796	8.263	13.721	AS-AMP-binding_c48,AS-PP-binding_c7,FAD_binding_9;SIP,Isochorismatase_c21
BGC0000374	M1335	256	7.006	14.531	Bac_luciferase,G_glu_transpept,Glyoxalase_c39
BGC0000376	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0000376	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000376	M0301	49	8.346	8.346	AS-p450_c16,Thioesterase_c35
BGC0000376	M0714	132	7.375	7.375	AS-Abhydrolase_6,Flavin_Reduct
BGC0000376	M0732	272	7.738	7.738	Flavin_Reduct,Thioesterase_c35
BGC0000376	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0000376	M0987	305	7.531	14.538	AS-Trp_halogenase_c6,Aldedh,Flavin_Reduct
BGC0000376	MG1357_M1293_M1551_M1552	336	-9.109	-5.619	Aldedh,Flavin_Reduct,Sugar_tr,Thioesterase_c35
BGC0000378	M0300	131	10.124	10.124	OCD_Mu_crystall,Thioesterase_c35
BGC0000378	M0594	27	7.096	7.096	Flavin_Reduct,TauD_c5
BGC0000378	M0732	272	7.738	7.738	Flavin_Reduct,Thioesterase_c35
BGC0000378	M0971	280	10.077	17.002	AS-AMP-binding_c38,AS-PhyH_c4,Thioesterase_c35
BGC0000378	M1100	53	10.462	10.462	Penicil_amidase,TauD_c5
BGC0000378	MG403_M1476_M1496_M2005	63	-41.918	-24.71	AS-AMP-binding_c38,AS-AMP-binding_c38;AS-PP-binding_c43
BGC0000379	M0109	61	7.519	7.519	AS-Abhydrolase_6,PALP
BGC0000379	M0612	132	9.41	9.41	PALP,TauD_c5
BGC0000379	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	13.484	OCD_Mu_crystall,PALP,TauD_c5
BGC0000380	M1229	126	-1.572	12.208	HpcH_HpaI_c1,MaoC_dehydratas
BGC0000381	M2208	228	-6.764	15.944	Hydant_A_N;Hydantoinase_A;Hydant_A_C,Hydantoinase_B
BGC0000383	MG1850_M0505_M0626	1246	4.101	4.101	Bac_luciferase,Sugar_tr
BGC0000383	MG894_M2064_M2772_M2793	71	-12.631	-11.778	Aconitase,Aconitase_C
BGC0000388	M0867	66	9.696	9.696	Acyl_transf_3,Lipase_GDSL
BGC0000388	M0960	191	7.582	7.582	Beta-lactamase,Lipase_GDSL
BGC0000388	M1321	209	9.541	9.541	Aminotran_1_2,TauD_c9
BGC0000388	MG403_M1476_M1496_M2005	63	-41.918	-24.911	Aminotran_1_2,TauD_c9
BGC0000392	M0393	122	8.099	8.099	Bac_luciferase,FAD_binding_9;SIP
BGC0000392	M1002	179	3.713	13.165	AS-AMP-binding_c48,AS-EntA_c6,DAHP_synth_1
BGC0000392	MG835_M1313_M1329	584	8.476	8.476	AS-AMP-binding_c48,FAD_binding_9;SIP
BGC0000394	MG1160_M0913_M1927	47	6.305	11.887	AS-AMP-binding_c21,AS-fabH_c1,TauD_c9
BGC0000394	MG1336_M0511_M0964	411	6.665	6.665	AS-AMP-binding_c21,Thioesterase_c37
BGC0000394	MG1412_M0921_M2016_M2017	621	3.807	3.807	AS-AMP-binding_c21,E1_dh
BGC0000395	MG389_M1921_M1922	411	5.228	5.228	Aminotran_1_2,FMN_dh
BGC0000401	M0486	30	-9.811	7.093	AS-EntA_c1,Isochorismatase_c21;AS-PP-binding_c7
BGC0000401	M1647	463	2.65	15.246	AS-EntA_c1,AS-EntC_c1
BGC0000401	MG779_M1630_M1637_M1676	190	-2.735	21.688	AS-EntA_c1,AS-EntC_c1,Esterase,Isochorismatase_c21;AS-PP-binding_c7
BGC0000401	MG781_M2561_M2736	532	6.041	29.426	AS-AMP-binding_c48,AS-EntA_c1,AS-EntC_c1,Esterase,Isochorismatase_c21;AS-PP-binding_c7
BGC0000401	MG797_M2791_M2868_M2869	756	-6.088	-2.675	Esterase,Isochorismatase_c21;AS-PP-binding_c7
BGC0000404	MG1397_M1657_M1658_M1659_M2313	151	-3.723	0.736	AAT,DAO
BGC0000405	MG1397_M1657_M1658_M1659_M2313	151	-3.723	0.736	AAT,DAO
BGC0000407	M2595	340	-3.341	10.807	AS-Acyl-CoA_dh_N_c0;AS-Acyl-CoA_dh_M_c34;AS-Acyl-CoA_dh_1_c16,AS-Condensation_c37;AS-AMP-binding_c38;AS-PP-binding_c4,AS-Condensation_c40;AS-AMP-binding_c38;AS-PP-binding_c23
BGC0000407	MG510_M0258_M0281	52	-26.516	-18.111	AS-Polysacc_synt_c7,Aldose_epim
BGC0000407	MG558_M2415_M2634_M2635_M2678_M2679_M2728_M2729	204	-83.395	-76.972	AS-Condensation_c40;AS-AMP-binding_c38;AS-PP-binding_c23,AS-Polysacc_synt_c7,Aldose_epim,Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Peptidase_S13
BGC0000407	MG560_M2387_M2388_M2493_M2494_M2499_M2511_M2512_M2631_M2647_M2648	337	-10.648	16.49	AS-Acyl-CoA_dh_N_c0;AS-Acyl-CoA_dh_M_c34;AS-Acyl-CoA_dh_1_c16,AS-Condensation_c37;AS-AMP-binding_c38;AS-PP-binding_c4,AS-Condensation_c40;AS-AMP-binding_c38;AS-PP-binding_c23,AS-Polysacc_synt_c7,Aldose_epim,Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Peptidase_S13
BGC0000409	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0000409	M0363	221	7.949	7.949	Abhydrolase_3,Aminotran_5
BGC0000409	M1335	256	7.006	23.207	Bac_luciferase,G_glu_transpept,Glyoxalase_c39,PhzC-PhzF_c2
BGC0000409	MG1484_M0032_M2806_M2894	31	-93.284	-90.076	Bac_luciferase,FMN_red,NAD_binding_10
BGC0000413	M0138	178	7.072	7.072	AS-PF00561,DJ-1_PfpI
BGC0000413	M0165	154	7.044	7.044	Peptidase_M20,Sugar_tr
BGC0000413	M0166	163	5.232	5.232	AS-MannoseP_isomer_c2,FMN_red
BGC0000413	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000413	M0252	68	6.733	6.733	AS-MannoseP_isomer_c2,AS-PF00561
BGC0000413	M0276	113	8.073	8.073	Aminotran_1_2,Aminotran_5
BGC0000413	M0289	183	6.381	6.381	AS-Abhydrolase_6,DJ-1_PfpI
BGC0000413	M0296	192	6.02	6.02	FMN_red,Sugar_tr
BGC0000413	M0304	159	6.874	6.874	AS-Abhydrolase_6,FMN_red
BGC0000413	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0000413	M0354	59	8.68	8.68	DJ-1_PfpI,FMN_red
BGC0000413	M0371	234	6.714	6.714	DJ-1_PfpI,Sugar_tr
BGC0000413	M0383	227	7.058	7.058	FAD_binding_9;SIP,Sugar_tr
BGC0000413	M0393	122	8.099	8.099	Bac_luciferase,FAD_binding_9;SIP
BGC0000413	M0400	135	7.717	7.717	Bac_luciferase,Peptidase_M20
BGC0000413	M0467	60	4.252	4.252	Aldedh,Bac_luciferase,Sugar_tr
BGC0000413	M0599	418	5.307	5.307	AS-MannoseP_isomer_c2,Sugar_tr
BGC0000413	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0000413	M0860	144	8.533	8.533	Aminotran_5,DJ-1_PfpI
BGC0000413	M1057	188	7.04	7.04	Aldedh,Bac_luciferase
BGC0000413	M1483	122	6.774	6.774	Cytochrome_CBB3,GAF
BGC0000413	M1987	103	24.965	27.209	AS-PvdO_c0,AS-PvdP_c0,Aminotran_1_2,Peptidase_M19,Thioesterase_c20
BGC0000413	M2291	114	0.659	18.206	AS-Orn_monoox_c0,AS-PvdO_c0,Thioesterase_c20
BGC0000413	M2303	296	8.281	20.96	AS-Quinohemoprotein_rSAM_RRE_c0;AS-Fer4_12;AS-TIGR04085_c1,Aldedh,Cytochrome_CBB3,GAF
BGC0000413	M2341	441	-1.236	15.956	PepSY,Thioredoxin_2,Thioredoxin_8_c4
BGC0000413	MG1484_M0032_M2806_M2894	31	-93.284	-83.213	AS-PF00561,Bac_luciferase,Cytochrome_CBB3,FMN_red
BGC0000413	MG1787_M0501_M0502	474	6.14	6.14	AS-MannoseP_isomer_c2,Aldedh
BGC0000413	MG1850_M0505_M0626	1246	4.101	7.582	Bac_luciferase,FMN_red,Sugar_tr
BGC0000413	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0000413	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-34.149	ABM_c5,AS-PF00561,Peptidase_M20
BGC0000413	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0000413	MG516_M2227_M2317_M2320_M2344	175	13.921	22.031	AS-Aminotran_3_c49,DsbC;DsbD;Thioredoxin_c18,Thioesterase_c20,Thioredoxin_2,Thioredoxin_8_c4
BGC0000413	MG517_M2290_M2327_M2328_M2336_M2339_M2340_M2343	460	9.897	22.39	AS-Abhydrolase_6,AS-Aminotran_3_c49,DsbC;DsbD;Thioredoxin_c18,PepSY,Thioredoxin_2,Thioredoxin_8_c4
BGC0000413	MG588_M2355_M2368	81	60.332	111.777	APH_6_hur,AS-Condensation_c20;AS-AMP-binding_c38;AS-PP-binding_c47;Thioesterase_c44,AS-Orn_monoox_c0,AS-PF00561,AS-PvdO_c0,AS-PvdP_c0,AS-Quinohemoprotein_rSAM_RRE_c0;AS-Fer4_12;AS-TIGR04085_c1,Aldedh,Aminotran_5,Cytochrome_CBB3,DJ-1_PfpI,FAD_binding_9;SIP,HAD_2_c4,Hydrolase,Isochorismatase_c40,MgtC,Peptidase_M19,TREH_N;Glyco_hydro_15,Thioesterase_c20
BGC0000413	MG589_M2306_M2393	718	-4.028	53.064	AS-Orn_monoox_c0,AS-PvdO_c0,AS-PvdP_c0,Cytochrome_CBB3,Hydrolase,MgtC,Peptidase_M19,TREH_N;Glyco_hydro_15,Thioesterase_c20
BGC0000413	MG590_M2318_M2367_M2369_M2370_M2371_M2377	366	3.821	70.251	AS-Orn_monoox_c0,AS-PvdO_c0,AS-PvdP_c0,AS-Quinohemoprotein_rSAM_RRE_c0;AS-Fer4_12;AS-TIGR04085_c1,Aminotran_5,Cytochrome_CBB3,DJ-1_PfpI,Hydrolase,MgtC,Peptidase_M19,TREH_N;Glyco_hydro_15,Thioesterase_c20
BGC0000413	MG701_M1534_M2853_M2898	304	-12.64	-3.027	AS-Aminotran_3_c49,Sugar_tr
BGC0000414	MG1160_M0913_M1927	47	6.305	11.887	AS-AMP-binding_c21,AS-fabH_c1,TauD_c9
BGC0000414	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0000414	MG1412_M0921_M2016_M2017	621	3.807	3.807	AS-AMP-binding_c21,E1_dh
BGC0000415	M0301	49	8.346	8.346	AS-p450_c16,Thioesterase_c35
BGC0000418	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0000418	M1091	81	15.217	37.284	AS-DegT_DnrJ_EryC1_c15,AS-Glyco_transf_28_c10;AS-MGT_c8,AS-PIG-L_c2,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0000418	M2116	130	11.27	11.27	FMN_dh,PDH_N;PDH_C
BGC0000418	MG389_M1921_M1922	411	5.228	15.17	Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000418	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0000419	M0153	118	1.762	10.236	AS-p450_c16,AS-p450_c7
BGC0000419	M0329	87	7.501	7.501	AS-p450_c29,Aminotran_1_2
BGC0000419	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0000419	M1091	81	15.217	37.284	AS-DegT_DnrJ_EryC1_c15,AS-Glyco_transf_28_c10;AS-MGT_c8,AS-PIG-L_c2,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0000419	M2116	130	11.27	11.27	FMN_dh,PDH_N;PDH_C
BGC0000419	MG389_M1921_M1922	411	5.228	15.17	Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0000419	MG403_M1476_M1496_M2005	63	-41.918	-25.323	AS-AMP-binding_c38;AS-PP-binding_c43,AS-Abhydrolase_6,Aminotran_1_2
BGC0000422	M0200	215	4.644	4.644	Methyltransf_2,PfkB
BGC0000422	M0504	198	-4.454	33.006	AdoHcyase,MTHFR,PfkB,S-AdoMet_synt_N;S-AdoMet_synt_M;S-AdoMet_synt_C,S-methyl_trans;Pterin_bind;B12-binding_2;B12-binding_c7;Met_synt_B12
BGC0000422	M2607	612	0.224	14.635	AS-melC_c0,Tyrosinase_c5
BGC0000422	MG1539_M1124_M2550	203	1.096	3.528	AS-melC_c0,Tyrosinase_c5
BGC0000423	MG749_M2539_M2662	1042	11.385	11.385	AS-Orn_monoox_c2,Formyl_trans_N;Formyl_trans_C
BGC0000424	M1049	204	19.569	19.569	AS-Orn_monoox_c0,AS-TBH_Asp_c0,Acetyltransf_8
BGC0000424	M1194	180	0.416	6.915	AS-TBH_Asp_c0,Acetyltransf_8
BGC0000424	M1201	124	-2.166	10.906	AS-Orn_monoox_c0,Acetyltransf_8
BGC0000424	M2291	114	0.659	12.915	AS-Orn_monoox_c0,AS-TBH_Asp_c0
BGC0000424	MG589_M2306_M2393	718	-4.028	-2.46	AS-Orn_monoox_c0,Abhydrolase_3
BGC0000428	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0000428	M0363	221	7.949	16.632	Abhydrolase_3,Aminotran_5,Trp_dioxygenase
BGC0000428	M0384	77	10.002	27.569	Abhydrolase_3,FAD_binding_4;Cytokin-bind,PhzC-PhzF_c2,Trp_dioxygenase
